
Corpus summary:
	 Training set size: 124 documents
	 Vocabulary size: 23635 terms
	 Training set size: 16280 tokens
	 Preprocessing time: 84.244602581 sec

Finished training LDA model.  Summary:
	 Training time: 18.210527554 sec
	 Training data average log likelihood: -2705.5805140004863

10 topics:
TOPIC_0;wednesday;0.012653510014594431
TOPIC_0;flash;0.011015655105808708
TOPIC_0;nagpur;0.009395320743923782
TOPIC_0;defence;0.008609971274742537
TOPIC_0;suresh;0.007652920870797167
TOPIC_0;thami;0.007461357359130414
TOPIC_0;doosra;0.00727655737651598
TOPIC_0;jamaica;0.007101545056077896
TOPIC_0;bari;0.0062173044816065766
TOPIC_0;khan;0.006193570770361681
TOPIC_0;gough;0.0060924563067538285
TOPIC_0;deserve;0.005712631169956835
TOPIC_0;council;0.005426423130668233
TOPIC_0;butt;0.005047653312228699
TOPIC_0;spinner;0.004876271801162713
TOPIC_0;wicket;0.0046963781232180115
TOPIC_0;raina;0.004394312792842495
TOPIC_0;victoria;0.004267778649138188
TOPIC_0;brisk;0.004250818082291729
TOPIC_0;negotiation;0.004225149606262557
TOPIC_0;murali;0.004210293304112068
TOPIC_0;test;0.004189026629780438
TOPIC_0;say;0.004184244748459023
TOPIC_0;open;0.0041105785920071665
TOPIC_0;lord;0.0041055018356183255
TOPIC_0;include;0.004027529207874817
TOPIC_0;icc;0.003759182439955337
TOPIC_0;icc;0.0037579555365276364
TOPIC_0;run;0.003750415365718161
TOPIC_0;place;0.003720494833786015
TOPIC_0;solution;0.003680359280744355
TOPIC_0;catch;0.0036523250210488242
TOPIC_0;kamal;0.003639168088280013
TOPIC_0;variety;0.0035613006959867273
TOPIC_0;simon;0.0035183280005030558
TOPIC_0;comeback;0.0034983401281201702
TOPIC_0;importance;0.003494387361444325
TOPIC_0;capt;0.0034643540327325773
TOPIC_0;pad;0.0034495247021152343
TOPIC_0;experience;0.0034485099995330277
TOPIC_0;stuart;0.00344756340991112
TOPIC_0;presidency;0.0034340834157693587
TOPIC_0;naeemuddin;0.0033880374870297646
TOPIC_0;career;0.003378611348640965
TOPIC_0;azharuddin;0.0033680706341436798
TOPIC_0;madras;0.003359455435952945
TOPIC_0;make;0.0033364039283605403
TOPIC_0;unorthodox;0.0032998254443008185
